,open,high,low,close,volume,amount
2026-04-27 16:05:00-04:00,664.9238,665.1205,664.4265,664.6205,374158.16,2.8333878e+08
2026-04-27 16:10:00-04:00,664.58386,664.78345,664.5757,664.7874,195864.81,1.4171958e+08
2026-04-27 16:15:00-04:00,664.7947,664.8846,664.79663,664.8733,210861.52,1.548511e+08
2026-04-27 16:20:00-04:00,664.8924,664.95306,664.88434,664.94354,203245.03,1.4989752e+08
